card_id,purchase_date,city_id,category_1,category_2,category_3,month_lag,purchase_amount
C_ID_7e64479fbb,3/17/2018 21:16,333,N,5,A,2,-0.70486362
C_ID_7e64479fbb,3/7/2018 17:25,264,N,2,A,2,-0.66501331
C_ID_7e64479fbb,2/14/2018 16:58,223,N,5,A,1,-0.74203921
C_ID_7e64479fbb,3/27/2018 23:53,160,N,5,A,2,-0.59930237
C_ID_7e64479fbb,2/27/2018 21:53,160,N,5,A,1,-0.63871691
C_ID_7e64479fbb,3/23/2018 13:54,160,N,5,A,2,-0.37126003
C_ID_7e64479fbb,2/7/2018 11:34,223,N,5,A,1,-0.51109675
C_ID_7e64479fbb,2/13/2018 19:32,333,N,1,A,1,-0.65930323
C_ID_7e64479fbb,3/28/2018 16:42,223,N,5,A,2,-0.73188128
C_ID_7e64479fbb,2/4/2018 1:33,223,N,5,A,1,-0.59664268
C_ID_7e64479fbb,2/23/2018 20:34,264,N,2,A,1,-0.71688482
C_ID_7e64479fbb,3/4/2018 17:10,223,N,5,A,2,-0.72812466
C_ID_7e64479fbb,3/14/2018 8:30,160,N,5,A,2,-0.371245
C_ID_7e64479fbb,2/17/2018 11:25,223,N,5,A,1,-0.57124787
C_ID_0a6ceeffcc,12/9/2017 11:37,143,N,5,A,2,-0.71354894
C_ID_0a6ceeffcc,12/16/2017 15:25,143,N,5,A,2,-0.73940957
C_ID_0a6ceeffcc,12/22/2017 13:52,333,N,1,A,2,-0.71084417
C_ID_0a6ceeffcc,12/9/2017 18:40,143,N,5,A,2,-0.70949178
C_ID_0a6ceeffcc,11/24/2017 0:00,143,N,5,A,1,-0.67327789
C_ID_0a6ceeffcc,11/17/2017 18:01,169,N,5,A,1,-0.72902625
C_ID_0a6ceeffcc,11/29/2017 15:27,143,N,5,A,1,-0.70355631
C_ID_0a6ceeffcc,11/24/2017 0:00,143,N,5,A,1,-0.59667273
C_ID_0a6ceeffcc,11/2/2017 12:39,143,N,5,A,1,-0.72324104
C_ID_0a6ceeffcc,11/27/2017 19:19,143,N,5,A,1,-0.72887598
C_ID_0a6ceeffcc,12/7/2017 19:10,143,N,5,A,2,-0.67177524
C_ID_0a6ceeffcc,11/11/2017 10:51,149,N,5,A,1,-0.70949178
C_ID_0a6ceeffcc,11/25/2017 0:00,143,N,5,A,1,-0.72436803
C_ID_0a6ceeffcc,12/8/2017 13:18,69,N,1,A,2,-0.73188128
C_ID_0a6ceeffcc,11/11/2017 15:03,149,N,5,A,1,-0.70178318
C_ID_0a6ceeffcc,12/1/2017 16:39,143,N,5,A,2,-0.73711051
C_ID_0a6ceeffcc,11/11/2017 8:35,149,N,5,A,1,-0.72889101
C_ID_0a6ceeffcc,12/21/2017 11:39,143,N,5,A,2,-0.72136273
C_ID_0a6ceeffcc,11/17/2017 0:00,143,N,5,A,1,-0.71535212
C_ID_0a6ceeffcc,11/26/2017 13:57,69,N,1,A,1,-0.69882296
C_ID_0a6ceeffcc,11/14/2017 12:11,143,N,5,A,1,-0.68695201
C_ID_1f236c50e6,3/28/2018 21:19,4,N,2,B,1,-0.6206851
C_ID_1f236c50e6,3/29/2018 14:54,4,N,2,C,1,-0.63272133
C_ID_1f236c50e6,4/27/2018 20:24,4,N,2,B,2,-0.43315423
C_ID_1f236c50e6,3/2/2018 20:04,4,N,2,B,1,-0.25833579
C_ID_1f236c50e6,4/3/2018 17:29,4,N,2,B,2,-0.59664268
C_ID_1f236c50e6,4/3/2018 19:57,4,N,2,B,2,-0.46637785
C_ID_1f236c50e6,3/3/2018 9:27,4,N,2,B,1,-0.46881214
C_ID_1f236c50e6,4/24/2018 9:24,4,N,2,B,2,0.92854827
C_ID_1f236c50e6,4/6/2018 11:45,4,N,2,B,2,-0.56392996
C_ID_1f236c50e6,3/28/2018 16:16,266,N,1,B,1,0.03146552
C_ID_1f236c50e6,3/1/2018 18:25,4,N,2,B,1,-0.18843246
C_ID_cde58e2519,3/27/2018 22:04,155,N,1,A,2,-0.67213587
C_ID_cde58e2519,2/12/2018 12:36,2,N,3,A,1,-0.72436803
C_ID_cde58e2519,2/7/2018 12:22,87,N,3,A,1,-0.23525507
C_ID_cde58e2519,2/7/2018 12:30,87,N,3,A,1,-0.67177524
C_ID_cde58e2519,2/11/2018 11:21,2,N,3,A,1,-0.70348118
C_ID_cde58e2519,3/28/2018 19:01,69,N,1,A,2,-0.64024961
C_ID_cde58e2519,2/7/2018 11:07,69,N,1,A,1,-0.64173724
C_ID_cde58e2519,3/28/2018 19:06,69,N,1,A,2,-0.71084417
C_ID_cde58e2519,3/25/2018 8:27,329,N,1,A,2,-0.71084417
C_ID_cde58e2519,2/12/2018 19:35,2,N,3,A,1,-0.73242224
C_ID_0e764b1f60,3/13/2018 22:46,158,N,1,B,1,-0.69070864
C_ID_0e764b1f60,3/17/2018 9:03,158,N,1,B,1,-0.61166919
C_ID_0e764b1f60,3/14/2018 9:14,158,N,1,B,1,-0.73490161
C_ID_0e764b1f60,3/20/2018 20:34,69,N,1,B,1,-0.70184329
C_ID_0e764b1f60,3/3/2018 10:18,158,N,1,C,1,-0.60935511
C_ID_0e764b1f60,4/20/2018 19:23,158,N,1,B,2,-0.68079114
C_ID_f4f2312ef3,4/26/2018 17:50,-1,Y,,C,2,-0.42849601
C_ID_f4f2312ef3,4/12/2018 22:50,291,N,1,B,2,-0.71986007
C_ID_f4f2312ef3,3/17/2018 12:05,143,N,5,B,1,-0.69732031
C_ID_f4f2312ef3,3/23/2018 8:55,143,N,5,B,1,-0.67177524
C_ID_f4f2312ef3,4/28/2018 16:33,143,N,5,B,2,-0.71685477
C_ID_f4f2312ef3,3/30/2018 12:48,143,N,5,B,1,-0.6783869
C_ID_f4f2312ef3,3/24/2018 0:50,143,N,5,B,1,-0.71347381
C_ID_f4f2312ef3,3/31/2018 20:55,143,N,5,B,1,-0.7206114
C_ID_f4f2312ef3,3/15/2018 12:36,143,N,5,B,1,-0.73368446
C_ID_f4f2312ef3,4/13/2018 19:49,-1,Y,,B,2,-0.30044008
C_ID_f4f2312ef3,3/27/2018 14:47,143,N,5,B,1,-0.73488659
C_ID_f4f2312ef3,3/29/2018 7:51,143,N,5,B,1,-0.73638924
C_ID_d15cd87e37,3/3/2018 16:03,331,N,1,A,1,-0.3682397
C_ID_d15cd87e37,3/26/2018 6:43,69,N,1,A,1,-0.71407487
C_ID_d15cd87e37,3/28/2018 14:22,73,N,3,A,1,-0.29611244
C_ID_d15cd87e37,4/22/2018 23:00,73,N,3,A,2,-0.73263261
C_ID_d15cd87e37,3/28/2018 14:32,73,N,3,A,1,2.19828852
C_ID_d15cd87e37,4/2/2018 8:32,73,N,3,A,2,0.75574338
C_ID_d15cd87e37,3/26/2018 17:32,73,N,3,A,1,-0.31113895
C_ID_d15cd87e37,3/28/2018 9:23,73,N,3,A,1,-0.40129802
C_ID_d15cd87e37,3/24/2018 13:53,322,N,3,A,1,-0.44938286
C_ID_d15cd87e37,3/26/2018 15:31,73,N,3,A,1,1.58220153
C_ID_d15cd87e37,3/24/2018 5:27,73,N,3,A,1,-0.51543941
C_ID_d15cd87e37,3/26/2018 4:59,20,N,3,A,1,-0.54657434
C_ID_d15cd87e37,3/28/2018 12:53,73,N,3,A,1,0.80382822
C_ID_d15cd87e37,3/26/2018 11:39,322,N,3,A,1,-0.53177323
C_ID_d15cd87e37,3/24/2018 14:44,20,N,3,A,1,-0.13082081
C_ID_d15cd87e37,3/28/2018 16:32,73,N,3,A,1,-0.4974677
C_ID_d15cd87e37,4/10/2018 7:46,73,N,3,A,2,-0.46440937
C_ID_d15cd87e37,3/26/2018 18:00,73,N,3,A,1,-0.02713788
C_ID_d15cd87e37,3/26/2018 10:12,20,N,3,A,1,-0.64172221
C_ID_d15cd87e37,3/27/2018 7:43,73,N,3,A,1,-0.71688482
C_ID_d15cd87e37,3/24/2018 16:35,20,N,3,A,1,-0.63270631
C_ID_d15cd87e37,3/28/2018 23:55,73,N,3,A,1,1.50406367
C_ID_d15cd87e37,3/26/2018 12:55,73,N,3,A,1,-0.19844011
C_ID_95bea8a938,8/29/2017 13:26,314,N,1,A,1,-0.70498383
C_ID_95bea8a938,9/14/2017 15:13,314,N,1,A,2,-0.70701241
C_ID_95bea8a938,8/1/2017 14:17,19,N,1,A,1,-0.64038485
C_ID_95bea8a938,8/7/2017 14:38,314,N,1,A,1,-0.71655424
C_ID_95bea8a938,8/11/2017 13:43,19,N,1,A,1,-0.60810791
C_ID_95bea8a938,9/5/2017 16:28,291,N,1,A,2,-0.47041998
C_ID_95bea8a938,9/1/2017 11:47,19,N,1,A,2,-0.53339609
C_ID_95bea8a938,8/3/2017 9:42,314,N,1,A,1,-0.58296855
C_ID_95bea8a938,9/13/2017 17:01,19,N,1,A,2,-0.68680175
C_ID_95bea8a938,9/19/2017 16:53,199,N,4,A,2,-0.71610345
C_ID_458deb9a23,1/10/2018 9:14,117,N,4,A,2,-0.67177524
C_ID_fd55871fd8,2/9/2018 15:43,187,N,1,C,1,-0.17623093
C_ID_fd55871fd8,2/20/2018 11:21,-1,Y,,C,1,0.14566701
C_ID_fd55871fd8,2/3/2018 19:46,187,N,1,B,1,-0.56636426
C_ID_fd55871fd8,2/10/2018 9:33,187,N,1,,1,-0.32936611
C_ID_fd55871fd8,2/23/2018 15:16,187,N,1,C,1,-0.2480276
C_ID_be71a60d23,3/1/2018 5:47,143,N,5,A,1,-0.70175313
C_ID_be71a60d23,3/8/2018 18:27,333,N,1,A,1,-0.71685477
C_ID_be71a60d23,4/30/2018 17:44,143,N,5,A,2,-0.73638924
C_ID_be71a60d23,4/14/2018 12:58,260,N,5,A,2,-0.70711759
C_ID_be71a60d23,4/20/2018 13:18,143,N,5,A,2,-0.68221866
C_ID_be71a60d23,4/4/2018 5:59,143,N,5,A,2,-0.64923547
C_ID_be71a60d23,4/1/2018 8:31,143,N,5,A,2,-0.68229379
C_ID_be71a60d23,3/31/2018 17:49,143,N,5,A,1,-0.64788308
C_ID_be71a60d23,3/10/2018 9:56,143,N,5,A,1,-0.698282
C_ID_be71a60d23,3/16/2018 8:26,143,N,5,A,1,-0.72286538
C_ID_be71a60d23,3/19/2018 19:19,143,N,5,A,1,-0.72862053
C_ID_be71a60d23,4/21/2018 12:15,260,N,5,A,2,-0.72436803
C_ID_be71a60d23,4/6/2018 10:53,201,N,5,A,2,-0.63420896
C_ID_56eb88fdac,4/19/2018 9:33,69,N,1,B,2,-0.67327789
C_ID_56eb88fdac,4/19/2018 13:58,69,N,1,C,2,0.93606153
C_ID_56eb88fdac,3/4/2018 21:02,69,N,1,B,1,-0.6088442
C_ID_56eb88fdac,4/18/2018 12:10,69,N,1,B,2,-0.65524607
C_ID_56eb88fdac,4/6/2018 3:33,69,N,1,B,2,-0.44938286
C_ID_56eb88fdac,4/22/2018 9:57,69,N,1,B,2,-0.59055694
C_ID_56eb88fdac,4/19/2018 12:39,69,N,1,B,2,-0.71084417
C_ID_56eb88fdac,4/23/2018 17:47,69,N,1,B,2,-0.6883044
C_ID_56eb88fdac,4/18/2018 13:46,69,N,1,B,2,-0.72436803
C_ID_56eb88fdac,3/5/2018 13:24,41,N,5,B,1,-0.59363737
C_ID_56eb88fdac,3/5/2018 17:42,41,N,5,B,1,-0.58762677
C_ID_56eb88fdac,3/10/2018 8:27,41,N,5,B,1,-0.59043673
C_ID_56eb88fdac,3/9/2018 22:24,160,N,5,B,1,-0.58642465
C_ID_93e49567ad,3/20/2018 17:11,158,N,1,B,1,-0.73789189
C_ID_a32abb665a,4/6/2018 12:52,116,N,1,B,2,-0.67258667
C_ID_a32abb665a,3/10/2018 12:53,69,N,1,B,1,-0.53127735
C_ID_a32abb665a,4/8/2018 15:46,69,N,1,B,2,-0.55450834
C_ID_a32abb665a,3/1/2018 9:48,69,N,1,B,1,-0.54854281
C_ID_a32abb665a,4/7/2018 18:54,69,N,1,B,2,-0.66516357
C_ID_a32abb665a,4/7/2018 9:53,69,N,1,B,2,-0.59063207
C_ID_a32abb665a,3/9/2018 14:08,69,N,1,B,1,-0.35626357
C_ID_a32abb665a,3/23/2018 8:15,69,N,1,B,1,-0.67177524
C_ID_a32abb665a,3/11/2018 15:48,69,N,1,B,1,-0.67900299
C_ID_a32abb665a,3/29/2018 17:39,69,N,1,B,1,0.06572596
C_ID_a32abb665a,3/18/2018 9:03,233,N,1,B,1,-0.52413976
C_ID_a32abb665a,3/21/2018 15:12,69,N,1,B,1,-0.71490133
C_ID_a32abb665a,4/7/2018 18:23,69,N,1,B,2,-0.37139527
C_ID_a32abb665a,4/1/2018 17:43,69,N,1,B,2,-0.42700839
C_ID_a32abb665a,4/23/2018 12:55,19,N,1,B,2,3.0124099
C_ID_a32abb665a,3/18/2018 6:15,233,N,1,B,1,-0.44990879
C_ID_a32abb665a,3/11/2018 19:29,69,N,1,B,1,-0.68980705
C_ID_a32abb665a,3/10/2018 12:37,69,N,1,B,1,-0.47165215
C_ID_a32abb665a,3/11/2018 13:14,69,N,1,B,1,-0.54407994
C_ID_a32abb665a,4/19/2018 12:44,-1,N,,B,2,-0.71685477
C_ID_a32abb665a,3/23/2018 13:49,69,N,1,B,1,-0.6460799
C_ID_a32abb665a,4/26/2018 22:36,69,N,1,B,2,-0.67741018
C_ID_a32abb665a,3/29/2018 11:13,19,N,1,B,1,-0.59664268
C_ID_a32abb665a,4/26/2018 4:27,69,N,1,B,2,-0.4664079
C_ID_a32abb665a,3/29/2018 10:46,168,N,1,B,1,-0.67628319
C_ID_a32abb665a,3/8/2018 15:59,69,N,1,B,1,-0.70483356
C_ID_a32abb665a,4/4/2018 4:20,69,N,1,B,2,-0.4351227
C_ID_a32abb665a,4/19/2018 6:49,69,N,1,B,2,-0.40066691
C_ID_a32abb665a,3/22/2018 14:30,69,N,1,B,1,-0.67928849
C_ID_a32abb665a,4/14/2018 16:21,69,N,1,B,2,-0.53278
C_ID_a32abb665a,3/1/2018 12:24,69,N,1,B,1,-0.7395448
C_ID_a32abb665a,4/15/2018 13:06,69,N,1,B,2,-0.28063513
C_ID_fba2b3a1cf,3/31/2018 3:41,149,N,5,B,2,-0.68680175
C_ID_fba2b3a1cf,2/10/2018 12:20,162,N,5,B,1,-0.71234682
C_ID_fba2b3a1cf,3/31/2018 11:01,56,N,5,B,2,-0.70179821
C_ID_fba2b3a1cf,3/25/2018 22:24,69,N,1,B,2,-0.74089719
C_ID_fba2b3a1cf,3/29/2018 16:57,14,N,5,B,2,-0.5913834
C_ID_fba2b3a1cf,2/4/2018 17:56,162,N,5,B,1,-0.72436803
C_ID_fba2b3a1cf,2/9/2018 11:21,162,N,5,B,1,-0.70257959
C_ID_fba2b3a1cf,3/7/2018 20:16,162,N,5,B,2,-0.71566768
C_ID_b05b8a1bc3,3/19/2018 18:37,143,N,5,A,1,-0.70182826
C_ID_b05b8a1bc3,3/26/2018 15:44,143,N,5,A,1,-0.73789189
C_ID_b05b8a1bc3,3/23/2018 20:54,291,N,1,A,1,-0.70182826
C_ID_b05b8a1bc3,3/5/2018 9:24,143,N,5,A,1,-0.70182826
C_ID_faacef6d77,2/2/2018 12:46,69,N,1,A,1,-0.71535212
C_ID_faacef6d77,2/8/2018 11:44,69,N,1,A,1,-0.66130176
C_ID_faacef6d77,2/12/2018 15:17,69,N,1,A,1,-0.67177524
C_ID_faacef6d77,2/1/2018 9:42,69,N,1,A,1,-0.67177524
C_ID_6bf003900f,4/2/2018 18:10,69,N,1,C,2,-0.62789782
C_ID_6bf003900f,4/11/2018 20:33,-1,Y,,C,2,-0.56660468
C_ID_6bf003900f,3/29/2018 16:40,69,N,1,B,1,-0.64172221
C_ID_6bf003900f,3/29/2018 14:06,69,N,1,B,1,-0.70528436
C_ID_6bf003900f,3/2/2018 18:00,69,N,1,,1,-0.59667273
C_ID_086fe1da99,3/1/2018 14:25,69,N,1,B,1,-0.6266957
C_ID_086fe1da99,4/29/2018 11:35,139,N,1,B,2,-0.62594438
C_ID_086fe1da99,3/16/2018 17:18,291,N,1,B,1,-0.65453983
C_ID_086fe1da99,4/16/2018 9:01,69,N,1,B,2,-0.68680175
C_ID_086fe1da99,3/6/2018 15:46,69,N,1,B,1,-0.6266957
C_ID_086fe1da99,4/14/2018 13:19,69,N,1,B,2,-0.70059609
C_ID_086fe1da99,4/3/2018 12:36,69,N,1,B,2,-0.6719255
C_ID_086fe1da99,3/28/2018 18:10,69,N,1,B,1,-0.68980705
C_ID_086fe1da99,4/26/2018 14:52,69,N,1,B,2,-0.68905572
C_ID_086fe1da99,3/15/2018 11:28,69,N,1,B,1,-0.72436803
C_ID_086fe1da99,3/28/2018 15:41,69,N,1,B,1,-0.59964798
C_ID_086fe1da99,4/22/2018 6:00,69,N,1,B,2,-0.6266957
C_ID_086fe1da99,4/29/2018 11:54,139,N,1,B,2,-0.69070864
C_ID_086fe1da99,4/28/2018 19:49,69,N,1,B,2,0.67363852
C_ID_086fe1da99,3/24/2018 20:42,139,N,1,B,1,-0.72136273
C_ID_086fe1da99,3/8/2018 13:42,69,N,1,B,1,-0.59814533
C_ID_086fe1da99,3/3/2018 15:35,139,N,1,B,1,-0.73939454
C_ID_086fe1da99,3/17/2018 13:09,69,N,1,B,1,-0.66801861
C_ID_086fe1da99,3/31/2018 6:57,139,N,1,B,1,-0.6852991
C_ID_086fe1da99,4/7/2018 13:41,88,N,1,B,2,-0.70934152
C_ID_086fe1da99,3/16/2018 13:59,291,N,1,B,1,-0.51625084
C_ID_086fe1da99,3/10/2018 13:42,-1,Y,,B,1,-0.52151012
C_ID_e4d60467c2,3/31/2018 14:28,69,N,1,B,1,-0.65374342
C_ID_e4d60467c2,4/12/2018 19:06,69,N,1,B,2,-0.62534331
C_ID_e4d60467c2,4/9/2018 11:57,69,N,1,B,2,-0.56658965
C_ID_e4d60467c2,3/20/2018 18:47,69,N,1,B,1,-0.73939454
C_ID_e4d60467c2,3/18/2018 12:24,69,N,1,B,1,-0.74239984
C_ID_e4d60467c2,4/11/2018 20:24,-1,Y,,C,2,-0.20775655
C_ID_e4d60467c2,4/21/2018 13:53,69,N,1,B,2,-0.71415
C_ID_e4d60467c2,3/28/2018 15:03,69,N,1,B,1,-0.73341399
C_ID_e4d60467c2,4/10/2018 22:54,69,N,1,B,2,-0.64187248
C_ID_e4d60467c2,4/9/2018 15:30,69,N,1,B,2,-0.62672575
C_ID_e4d60467c2,4/10/2018 22:54,69,N,1,B,2,-0.69686951
C_ID_e4d60467c2,3/25/2018 10:37,48,N,1,B,1,-0.68079114
C_ID_e4d60467c2,4/20/2018 17:03,69,N,1,B,2,-0.71234682
C_ID_e4d60467c2,3/22/2018 13:49,69,N,1,,1,-0.59664268
C_ID_e4d60467c2,3/31/2018 12:16,69,N,1,B,1,-0.72587068
C_ID_e4d60467c2,3/17/2018 8:13,69,N,1,B,1,-0.64036983
C_ID_e4d60467c2,3/16/2018 16:13,69,N,1,B,1,-0.66441225
C_ID_e4d60467c2,3/18/2018 11:59,69,N,1,B,1,-0.66142197
C_ID_e4d60467c2,3/19/2018 20:12,69,N,1,B,1,-0.51417718
C_ID_e4d60467c2,3/18/2018 12:29,250,N,1,B,1,-0.72436803
C_ID_6f99c8d0c7,3/10/2018 15:50,314,N,1,B,1,-0.68379645
C_ID_6f99c8d0c7,3/10/2018 11:30,69,N,1,B,1,-0.61846117
C_ID_6f99c8d0c7,4/17/2018 17:22,69,N,1,B,2,5.26369692
C_ID_6f99c8d0c7,3/10/2018 18:37,314,N,1,B,1,-0.63076789
C_ID_c08881d71e,11/13/2017 0:00,233,N,1,A,2,-0.70934152
C_ID_c08881d71e,11/8/2017 19:44,69,N,1,A,2,-0.7168698
C_ID_c08881d71e,10/6/2017 15:50,69,N,1,A,1,-0.72211405
C_ID_c08881d71e,11/12/2017 0:00,233,N,1,A,2,-0.74239984
C_ID_c08881d71e,11/25/2017 14:26,233,N,1,A,2,-0.71700504
C_ID_c08881d71e,11/7/2017 14:52,233,N,1,A,2,-0.66130176
C_ID_c08881d71e,10/10/2017 10:13,69,N,1,A,1,-0.73789189
C_ID_c08881d71e,11/14/2017 13:44,233,N,1,A,2,-0.70934152
C_ID_c08881d71e,11/7/2017 17:09,233,N,1,A,2,-0.62684597
C_ID_c08881d71e,11/21/2017 0:00,233,N,1,A,2,-0.73188128
C_ID_c08881d71e,11/7/2017 15:18,233,N,1,A,2,-0.70693727
C_ID_c08881d71e,11/21/2017 0:00,233,N,1,A,2,-0.68229379
C_ID_c08881d71e,11/12/2017 0:00,233,N,1,A,2,-0.73638924
C_ID_c08881d71e,11/7/2017 0:00,233,N,1,A,2,-0.66501331
C_ID_c08881d71e,11/25/2017 14:45,233,N,1,A,2,-0.71084417
C_ID_c08881d71e,10/26/2017 14:57,69,N,1,A,1,-0.71700504
C_ID_c08881d71e,11/7/2017 14:27,233,N,1,A,2,-0.70935654
C_ID_18c53fe97a,4/7/2018 13:52,17,N,4,B,2,-0.70197853
C_ID_18c53fe97a,4/9/2018 19:39,17,N,4,B,2,-0.53431271
C_ID_18c53fe97a,4/30/2018 20:12,212,N,4,B,2,-0.69419479
C_ID_18c53fe97a,3/5/2018 19:58,17,N,4,B,1,-0.59664268
C_ID_18c53fe97a,4/3/2018 10:31,17,N,4,B,2,-0.63781532
